Estado;Município;Total domicílios;Total com água canalizada;Água em pelo menos um cômodo;Rede geral de distribuição;Outra forma;Água no terreno ou propriedade;Rede geral de distribuição.1;Outra forma.1;Não tinham;Código da Unidade Geográfica
Santa Catarina;Área 003;9066;8878;8807;7294;1513;71;31;40;188;4201406003003.0
Santa Catarina;Balneário Camboriú;39286;39257;38934;37471;1464;322;231;91;29;4202008.0
Santa Catarina;Área 001;4208;4198;4187;3451;736;12;0;12;10;4202008003001.0
Santa Catarina;Área 002;4442;4442;4442;4435;7;0;0;0;0;4202008003002.0
Santa Catarina;Área 003;5959;5947;5871;5632;239;76;20;57;12;4202008003003.0
Santa Catarina;Área 004;5330;5330;5309;4995;314;21;12;9;0;4202008003004.0
Santa Catarina;Área 005;6583;6583;6583;6583;0;0;0;0;0;4202008003005.0
Santa Catarina;Área 006;5134;5134;5124;5115;9;9;9;0;0;4202008003006.0
Santa Catarina;Área 007;7630;7623;7419;7260;159;204;190;14;7;4202008003007.0
Santa Catarina;Biguaçu;18017;17926;17844;14632;3212;82;0;82;91;4202305.0
Santa Catarina;Área 001;4186;4186;4186;4090;96;0;0;0;0;4202305003001.0
Santa Catarina;Área 002;4970;4970;4970;4876;94;0;0;0;0;4202305003002.0
Santa Catarina;Área 003;8861;8770;8688;5667;3022;82;0;82;91;4202305003003.0
Santa Catarina;Blumenau;101062;100726;98107;91643;6464;2619;2237;382;336;4202404.0
Santa Catarina;Asilo;8079;8079;7756;7746;10;323;313;10;0;4202404005009.0
Santa Catarina;Caminhos do Sul-Leste;5141;5114;4767;4428;339;346;334;13;27;4202404005001.0
Santa Catarina;Centro-Norte 1;4325;4311;3964;3659;306;347;267;80;14;4202404005017.0
Santa Catarina;Centro-Norte 2;4465;4465;4456;3974;482;9;9;0;0;4202404005018.0
Santa Catarina;Colonia;5619;5619;5443;5004;439;176;176;0;0;4202404005005.0
Santa Catarina;Dois Ribeiroes;5260;5260;5233;5133;101;27;27;0;0;4202404005014.0
Santa Catarina;Garcia;5337;5316;5258;5170;88;58;58;0;21;4202404005002.0
Santa Catarina;Grande Velha;5461;5461;5354;5286;68;107;107;0;0;4202404005007.0
Santa Catarina;Itoupava Norte;4647;4637;4630;4434;196;7;7;0;10;4202404005013.0
Santa Catarina;Morro da Laguna;4103;4063;3943;3467;476;120;110;10;40;4202404005012.0
Santa Catarina;Progresso 1;4443;4423;4379;3602;777;44;44;0;20;4202404005003.0
Santa Catarina;Progresso 2;4104;4039;3975;3528;447;64;55;10;65;4202404005004.0
Santa Catarina;Ribeirao Branco;7629;7629;7597;7429;168;31;31;0;0;4202404005008.0
Santa Catarina;Saxonia;4095;4073;4041;3939;102;32;0;32;22;4202404005011.0
Santa Catarina;Universidade;6870;6870;6590;6539;51;280;280;0;0;4202404005010.0
Santa Catarina;Vale das Itoupavas 1;5220;5135;5135;4993;142;0;0;0;85;4202404005015.0
Santa Catarina;Vale das Itoupavas 2;6456;6456;6301;6105;196;155;155;0;0;4202404005016.0
Santa Catarina;Vale do Testo;4757;4725;4524;2533;1991;201;0;201;32;4202404005019.0
Santa Catarina;Velha;5051;5051;4761;4676;85;290;263;27;0;4202404005006.0
Santa Catarina;Braço do Norte;8885;8791;8594;5987;2607;197;43;153;94;4202800.0
Santa Catarina;Área 001;4485;4453;4439;3170;1268;14;14;0;32;4202800003001.0
Santa Catarina;Área 002;4400;4338;4156;2816;1339;183;29;153;62;4202800003002.0
Santa Catarina;Brusque;33238;33072;32824;28498;4326;248;178;70;167;4202909.0
Santa Catarina;Área 001;4298;4298;4175;3472;702;123;92;32;0;4202909003001.0
Santa Catarina;Área 002;4871;4771;4760;3467;1294;11;11;0;100;4202909003002.0
Santa Catarina;Área 003;6480;6480;6470;6021;449;10;10;0;0;4202909003003.0
Santa Catarina;Área 004;7721;7682;7641;6141;1500;40;12;29;39;4202909003004.0
Santa Catarina;Área 005;9868;9841;9778;9397;381;63;54;9;27;4202909003005.0
Santa Catarina;Caçador;21984;21868;21744;18831;2913;123;69;54;116;4203006.0
Santa Catarina;Área 001;4509;4479;4456;4272;184;23;23;0;30;4203006003001.0
Santa Catarina;Área 002;8532;8499;8465;6530;1935;34;0;34;33;4203006003002.0
Santa Catarina;Área 003;8943;8890;8824;8030;794;66;46;19;53;4203006003003.0
Santa Catarina;Camboriú;18285;18112;17084;15300;1783;1028;959;69;173;4203204.0
Santa Catarina;Área 001;3948;3918;3575;3527;48;343;300;42;30;4203204003001.0
Santa Catarina;Área 002;6389;6389;5740;5614;126;648;639;10;0;4203204003002.0
Santa Catarina;Área 003;7948;7806;7769;6159;1609;37;20;17;142;4203204003003.0
Santa Catarina;Campos Novos;10514;10471;10279;8735;1545;192;104;88;43;4203600.0
Santa Catarina;Área 001;4536;4536;4432;4401;31;104;104;0;0;4203600003001.0
Santa Catarina;Área 002;5978;5935;5847;4334;1514;88;0;88;43;4203600003002.0
Santa Catarina;Canoinhas;16176;15854;15833;12302;3532;20;10;11;322;4203808.0
Santa Catarina;Área 001;7579;7467;7457;6624;833;10;10;0;112;4203808003001.0
Santa Catarina;Área 002;8597;8387;8376;5678;2698;11;0;11;210;4203808003002.0
Santa Catarina;Chapecó;58789;58401;57897;47226;10672;504;320;184;388;4204202.0
Santa Catarina;Área 001;4120;4120;4108;3818;290;12;12;0;0;4204202003001.0
Santa Catarina;Área 002;4235;4235;4235;3789;446;0;0;0;0;4204202003002.0
Santa Catarina;Área 003;4630;4460;4416;1558;2858;44;31;13;170;4204202003003.0
Santa Catarina;Área 004;5082;5051;5051;4940;112;0;0;0;31;4204202003004.0
Santa Catarina;Área 005;5339;5314;5276;4922;354;38;38;0;24;4204202003005.0
Santa Catarina;Área 006;4025;4025;4009;2171;1839;16;16;0;0;4204202003006.0
Santa Catarina;Área 007;6493;6393;6333;5957;375;60;50;10;101;4204202003007.0
Santa Catarina;Área 008;5864;5849;5825;5617;208;24;17;7;15;4204202003008.0
Santa Catarina;Área 009;4371;4371;4284;3340;944;87;22;65;0;4204202003009.0
Santa Catarina;Área 010;7245;7245;7245;6084;1161;0;0;0;0;4204202003010.0
Santa Catarina;Área 011;7385;7338;7115;5031;2084;223;133;90;47;4204202003011.0
Santa Catarina;Concórdia;23014;22948;22897;20026;2871;51;31;20;66;4204301.0
Santa Catarina;Área 001;4166;4166;4166;3970;196;0;0;0;0;4204301003001.0
Santa Catarina;Área 002;4479;4460;4437;2907;1530;23;12;11;19;4204301003002.0
Santa Catarina;Área 003;6267;6220;6192;5103;1089;28;19;9;47;4204301003003.0
Santa Catarina;Área 004;8102;8102;8102;8045;57;0;0;0;0;4204301003004.0
Santa Catarina;Criciúma;61583;61377;60597;58161;2436;780;761;19;207;4204608.0
Santa Catarina;Distrito de Rio Maina Zona Norte;6276;6250;6189;5529;660;61;61;0;26;4204608005001.0
Santa Catarina;Distrito de Rio Maina Zona Sul 1;4657;4641;4626;4604;22;15;15;0;16;4204608005002.0
Santa Catarina;Distrito de Rio Maina Zona Sul 2;5461;5452;5408;5408;0;45;45;0;9;4204608005003.0
Santa Catarina;Grande Pinheirinho;7686;7686;7656;7636;20;30;30;0;0;4204608005004.0
Santa Catarina;Grande Prospera;5904;5892;5799;5714;85;93;82;11;12;4204608005005.0
Santa Catarina;Grande São Luiz;4869;4858;4781;4763;18;77;70;8;11;4204608005006.0
Santa Catarina;Região Central 1;4490;4480;4470;4470;0;10;10;0;10;4204608005007.0
Santa Catarina;Região Central 2;5218;5218;5107;5107;0;111;111;0;0;4204608005008.0
Santa Catarina;Região Central 3;5319;5319;5001;5001;0;318;318;0;0;4204608005009.0
Santa Catarina;Região Norte;6740;6718;6697;5988;709;21;21;0;22;4204608005010.0
Santa Catarina;Região Sul;4964;4863;4863;3941;922;0;0;0;101;4204608005011.0
Santa Catarina;Curitibanos;11716;11593;11474;9698;1776;119;67;53;123;4204806.0
Santa Catarina;Área 001;3947;3868;3815;3036;779;53;22;31;79;4204806003001.0
Santa Catarina;Área 002;7769;7725;7659;6663;996;66;44;22;44;4204806003002.0
Santa Catarina;Florianópolis;147406;147246;146571;137975;8596;675;572;103;160;4205407.0
Santa Catarina;Abraão-Itaguaçú- Bom Abrigo;4325;4325;4162;4152;9;163;163;0;0;4205407005024.0
Santa Catarina;Agronômica e Trindade Norte;5697;5697;5697;5657;40;0;0;0;0;4205407005018.0
Santa Catarina;Altos da Felipe Schmidt;4521;4521;4508;4508;0;13;13;0;0;4205407005023.0
Santa Catarina;Canto e Coloninha;4312;4312;4312;4236;76;0;0;0;0;4205407005029.0
Santa Catarina;Capoeiras;4921;4921;4912;4904;7;9;9;0;0;4205407005026.0
Santa Catarina;Centro;5271;5271;5271;5271;0;0;0;0;0;4205407005022.0
Santa Catarina;Coqueiros;4927;4927;4890;4869;21;37;37;0;0;4205407005025.0
Santa Catarina;Corrego Grande e Santa Monica;4237;4237;4228;4113;115;9;9;0;0;4205407005015.0
Santa Catarina;Costeira do Pirajubae;5076;5050;5033;4190;843;16;11;5;26;4205407005016.0
Santa Catarina;Distrito Cachoeira do Bom Jesus;4474;4474;4464;4385;78;10;10;0;0;4205407005002.0
Santa Catarina;Distrito Campeche 1;4387;4377;4377;3921;456;0;0;0;10;4205407005008.0
Santa Catarina;Distrito Campeche 2;4206;4188;4188;3601;587;0;0;0;17;4205407005009.0
Santa Catarina;Distrito Canasvieiras;6417;6417;6417;6289;128;0;0;0;0;4205407005001.0
Santa Catarina;Distrito de São João do Rio Vermelho;4567;4540;4525;4397;129;15;9;6;26;4205407005006.0
Santa Catarina;Distrito Ingleses do Rio Vermelho 1;4725;4725;4725;3935;791;0;0;0;0;4205407005003.0
Santa Catarina;Distrito Ingleses do Rio Vermelho 2;5523;5514;5514;5092;422;0;0;0;9;4205407005004.0
Santa Catarina;Distrito Ribeirao da Ilha 1;4483;4473;4438;3865;574;35;35;0;10;4205407005010.0
Santa Catarina;Distrito Ribeirao da Ilha 2;4073;4073;4053;3314;739;20;0;20;0;4205407005011.0
Santa Catarina;Distritos Lagoa da Conceicao e Barra da Lagoa;6504;6477;6451;5793;658;26;6;20;27;4205407005007.0
Santa Catarina;Distritos Pantano do Sul e Parte do Campeche Sul;4688;4688;4665;4131;534;23;13;10;0;4205407005012.0
Santa Catarina;Distritos Santo Antônio de Lisboa, Ratones e Parte da Cachoei;4775;4755;4734;3930;805;21;21;0;20;4205407005005.0
Santa Catarina;Estreito e Balneario;4179;4179;4006;4006;0;173;173;0;0;4205407005030.0
Santa Catarina;Itacorubi;6182;6182;6182;5925;257;0;0;0;0;4205407005014.0
Santa Catarina;Jardim Atlantico;4373;4373;4373;4373;0;0;0;0;0;4205407005028.0
Santa Catarina;Joao Paulo, Monte Verde e Saco Grande;5998;5998;5966;4780;1187;32;0;32;0;4205407005013.0
Santa Catarina;Macico Norte;4287;4287;4276;4209;66;11;11;0;0;4205407005019.0
Santa Catarina;Macico Sul;4185;4170;4150;4150;0;20;10;10;15;4205407005020.0
Santa Catarina;Mauro Ramos;4600;4600;4600;4600;0;0;0;0;0;4205407005021.0
Santa Catarina;Monte Cristo;4282;4282;4251;4251;0;31;31;0;0;4205407005027.0
Santa Catarina;Saco dos Limoes e Trindade Sul;7213;7213;7202;7128;75;10;10;0;0;4205407005017.0
Santa Catarina;Fraiburgo;10510;10477;10313;8585;1728;164;152;12;33;4205506.0
Santa Catarina;Área 001;4985;4971;4959;3281;1678;12;0;12;14;4205506003001.0
Santa Catarina;Área 002;5525;5506;5354;5304;50;152;152;0;19;4205506003002.0
Santa Catarina;Gaspar;17920;17712;16718;14659;2060;994;678;316;208;4205902.0
Santa Catarina;Área 001;3973;3870;3792;3453;339;78;68;9;104;4205902003001.0
Santa Catarina;Área 002;6036;5962;5229;4942;288;733;515;218;74;4205902003002.0
Santa Catarina;Área 003;7912;7881;7697;6264;1433;184;95;89;31;4205902003003.0
Santa Catarina;Guaramirim;10674;10226;9340;6787;2553;886;760;126;448;4206504.0
Santa Catarina;Área 001;4075;4050;4007;3500;506;44;33;11;25;4206504003001.0
Santa Catarina;Área 002;6599;6175;5333;3286;2047;842;727;115;424;4206504003002.0
Santa Catarina;Içara;18528;18363;18091;14820;3271;272;131;141;165;4207007.0
Santa Catarina;Área 001;4488;4461;4405;3630;775;56;42;14;27;4207007003001.0
Santa Catarina;Área 002;6594;6530;6463;6079;385;67;47;19;64;4207007003002.0
Santa Catarina;Área 003;7446;7372;7223;5112;2112;149;42;107;74;4207007003003.0
Santa Catarina;Imbituba;13164;12854;12821;11635;1187;32;21;11;311;4207304.0
Santa Catarina;Área 001;6183;6128;6128;5831;297;0;0;0;55;4207304003001.0
Santa Catarina;Área 002;6982;6726;6693;5803;890;32;21;11;256;4207304003002.0
Santa Catarina;Indaial;17367;17274;17274;15691;1583;0;0;0;93;4207502.0
Santa Catarina;Área 001;4332;4315;4315;4183;131;0;0;0;17;4207502003001.0
Santa Catarina;Área 002;6344;6304;6304;6062;242;0;0;0;40;4207502003002.0
Santa Catarina;Área 003;6691;6655;6655;5445;1210;0;0;0;36;4207502003003.0
Santa Catarina;Itajaí;57731;57575;57454;54745;2709;121;100;21;155;4208203.0
Santa Catarina;Área 001;4318;4309;4297;3951;346;12;0;12;9;4208203003001.0
Santa Catarina;Área 002;4253;4253;4235;4228;7;18;18;0;0;4208203003002.0
Santa Catarina;Área 003;4379;4369;4360;4360;0;9;9;0;10;4208203003003.0
Santa Catarina;Área 004;4369;4369;4369;4346;23;0;0;0;0;4208203003004.0
Santa Catarina;Área 005;10097;10076;10057;9985;72;19;19;0;21;4208203003005.0
Santa Catarina;Área 006;4234;4234;4227;4227;0;7;7;0;0;4208203003006.0
Santa Catarina;Área 007;4477;4477;4469;4469;0;8;8;0;0;4208203003007.0
Santa Catarina;Área 008;4803;4803;4784;4784;0;20;20;0;0;4208203003008.0
Santa Catarina;Área 009;6689;6684;6675;6252;422;10;0;10;5;4208203003009.0
Santa Catarina;Área 010;10111;10001;9983;8143;1840;18;18;0;110;4208203003010.0
Santa Catarina;Itapema;15006;14930;14904;13767;1138;26;0;26;76;4208302.0
Santa Catarina;Área 001;7124;7085;7066;5947;1119;19;0;19;38;4208302003001.0
Santa Catarina;Área 002;7882;7844;7838;7819;18;7;0;7;38;4208302003002.0
Santa Catarina;Jaraguá do Sul;45106;44932;44565;39732;4832;368;240;127;173;4208906.0
Santa Catarina;Área 001;4917;4888;4841;2513;2328;46;11;35;29;4208906003001.0
Santa Catarina;Área 002;4856;4783;4729;4026;702;54;24;31;73;4208906003002.0
Santa Catarina;Área 003;4917;4917;4910;4821;89;7;7;0;0;4208906003003.0
Santa Catarina;Área 004;5027;5002;5002;4809;193;0;0;0;25;4208906003004.0
Santa Catarina;Área 005;4052;4042;4042;4008;34;0;0;0;10;4208906003005.0
Santa Catarina;Área 006;4509;4509;4459;4361;98;50;50;0;0;4208906003006.0
Santa Catarina;Área 007;7232;7232;7216;6609;607;16;16;0;0;4208906003007.0
Santa Catarina;Área 008;9595;9559;9366;8584;782;193;131;62;36;4208906003008.0
Santa Catarina;Joaçaba;9061;9054;9035;8306;729;19;19;0;7;4209003.0
Santa Catarina;Área 001;4442;4442;4442;4291;151;0;0;0;0;4209003003001.0
Santa Catarina;Área 002;4619;4612;4593;4015;578;19;19;0;7;4209003003002.0
Santa Catarina;Joinville;160690;160331;158202;151704;6498;2129;2045;84;359;4209102.0
Santa Catarina;Adhemar Garcia e Jarivatuba;6459;6449;6313;6246;67;136;136;0;10;4209102005001.0
Santa Catarina;Aventureiro 1;5738;5697;5441;5292;149;256;256;0;41;4209102005002.0
Santa Catarina;Aventureiro 2;5066;5066;5058;5051;7;8;8;0;0;4209102005003.0
Santa Catarina;Boa Vista;5392;5369;5277;4989;288;92;92;0;23;4209102005004.0
Santa Catarina;Boehmerwaldt;4842;4813;4813;4745;68;0;0;0;29;4209102005005.0
Santa Catarina;Bom Retiro, Santo Antônio e Jardim Sofia;8167;8132;7926;7757;168;206;185;21;35;4209102005006.0
Santa Catarina;Bucarem e Guanabara;5620;5601;5601;5379;222;0;0;0;19;4209102005007.0
Santa Catarina;Centro e America;6350;6350;6285;6271;15;65;65;0;0;4209102005008.0
Santa Catarina;Comasa;5870;5860;5833;5785;48;27;15;12;10;4209102005009.0
Santa Catarina;Costa e Silva 1;4766;4756;4745;4722;22;11;11;0;10;4209102005010.0
Santa Catarina;Costa e Silva 2;4397;4397;4297;4282;15;100;100;0;0;4209102005011.0
Santa Catarina;Fatima;4247;4222;4216;4208;7;6;6;0;25;4209102005012.0
Santa Catarina;Floresta;5918;5905;5905;5807;98;0;0;0;13;4209102005013.0
Santa Catarina;Gloria, Atiradores e Anita Garibaldi 1;4016;4016;4016;3974;42;0;0;0;0;4209102005014.0
Santa Catarina;Gloria, Atiradores e Anita Garibaldi 2;4328;4328;4326;4285;40;2;2;0;0;4209102005015.0
Santa Catarina;Iririu;7174;7168;7150;6463;687;18;11;7;6;4209102005016.0
Santa Catarina;Itaum;4561;4553;4378;4192;186;175;160;15;8;4209102005017.0
Santa Catarina;Jardim Iririu;6711;6711;6711;6693;18;0;0;0;0;4209102005018.0
Santa Catarina;Jardim Paraíso;4737;4727;4602;4418;184;125;125;0;10;4209102005019.0
Santa Catarina;Joao Costa e Parque Guarani;6459;6459;6196;6029;167;263;263;0;0;4209102005020.0
Santa Catarina;Leste Joinville Com Vila Cubatao, Espinheiros E;4227;4227;3961;3687;274;266;266;0;0;4209102005029.0
Santa Catarina;Petrópolis;3985;3977;3926;3835;91;51;51;0;8;4209102005021.0
Santa Catarina;Pirabeiraba e Rural Oeste;6846;6814;6795;4169;2626;19;19;0;32;4209102005022.0
Santa Catarina;Saguacu;4617;4597;4597;4550;47;0;0;0;20;4209102005023.0
Santa Catarina;Santa Catarina, Profipo e Itinga;5019;5019;5010;4570;440;9;9;0;0;4209102005024.0
Santa Catarina;São Marcos, Nova Brasilia e Morro do Meio;7592;7554;7512;7195;317;41;12;29;39;4209102005025.0
Santa Catarina;Ulisses Guimaraes e Paranaguá Mirim 1;5194;5184;4988;4969;19;196;196;0;10;4209102005026.0
Santa Catarina;Ulisses Guimaraes e Paranaguá Mirim 2;5064;5054;5014;4909;105;40;40;0;10;4209102005027.0
Santa Catarina;Vila Nova;7327;7327;7309;7228;81;18;18;0;0;4209102005028.0
Santa Catarina;Lages;49323;49141;48934;47150;1784;207;195;13;182;4209300.0
Santa Catarina;Área 001;4192;4136;4123;3733;390;13;13;0;56;4209300003001.0
Santa Catarina;Área 002;5317;5276;5276;5164;112;0;0;0;41;4209300003002.0
Santa Catarina;Área 003;4150;4150;4057;4049;8;93;93;0;0;4209300003003.0
Santa Catarina;Área 004;5499;5466;5453;4568;885;13;0;13;33;4209300003004.0
Santa Catarina;Área 005;4448;4448;4448;4227;221;0;0;0;0;4209300003005.0
Santa Catarina;Área 006;6254;6237;6225;6189;36;12;12;0;17;4209300003006.0
Santa Catarina;Área 007;4337;4324;4304;4304;0;20;20;0;13;4209300003007.0
Santa Catarina;Área 008;6753;6732;6682;6613;69;50;50;0;21;4209300003008.0
Santa Catarina;Área 009;8373;8373;8365;8303;62;8;8;0;0;4209300003009.0
Santa Catarina;Laguna;17245;16939;16724;12848;3876;215;215;0;306;4209409.0
Santa Catarina;Área 001;4120;4046;4037;3582;456;9;9;0;74;4209409003001.0
Santa Catarina;Área 002;5555;5513;5363;4248;1114;150;150;0;42;4209409003002.0
Santa Catarina;Área 003;7570;7379;7324;5018;2306;55;55;0;191;4209409003003.0
Santa Catarina;Mafra;16561;16322;16214;12847;3367;108;67;41;239;4210100.0
Santa Catarina;Área 001;7991;7876;7835;6680;1154;41;22;19;115;4210100003001.0
Santa Catarina;Área 002;8570;8446;8379;6166;2213;67;45;22;124;4210100003002.0
Santa Catarina;Navegantes;18540;18530;17723;16618;1105;807;606;201;10;4211306.0
Santa Catarina;Área 001;4069;4069;3507;2825;683;561;360;201;0;4211306003001.0
Santa Catarina;Área 002;5449;5449;5416;5392;24;32;32;0;0;4211306003002.0
Santa Catarina;Área 003;9023;9013;8799;8401;398;214;214;0;10;4211306003003.0
Santa Catarina;Palhoça;42984;42650;42014;38789;3225;636;351;284;335;4211900.0
Santa Catarina;Área 001;4362;4257;3880;1489;2390;377;105;272;105;4211900003001.0
Santa Catarina;Área 002;4261;4261;4249;4101;148;12;0;12;0;4211900003002.0
Santa Catarina;Área 003;4426;4426;4426;4426;0;0;0;0;0;4211900003003.0
Santa Catarina;Área 004;4610;4610;4486;4486;0;124;124;0;0;4211900003004.0
Santa Catarina;Área 005;4323;4323;4323;4312;11;0;0;0;0;4211900003005.0
Santa Catarina;Área 006;8060;8060;8053;7646;407;7;7;0;0;4211900003006.0
Santa Catarina;Área 007;12942;12713;12596;12328;268;116;116;0;229;4211900003007.0
Santa Catarina;Pomerode;8553;8511;8369;6494;1875;141;134;7;42;4213203.0
Santa Catarina;Área 001;4094;4094;3953;3119;834;141;134;7;0;4213203003001.0
Santa Catarina;Área 002;4459;4417;4417;3376;1041;0;0;0;42;4213203003002.0
Santa Catarina;Porto União;10419;10396;10396;8646;1750;0;0;0;22;4213609.0
Santa Catarina;Área 001;4033;4022;4022;3788;234;0;0;0;11;4213609003001.0
Santa Catarina;Área 002;6386;6375;6375;4859;1516;0;0;0;11;4213609003002.0
Santa Catarina;Rio do Sul;19947;19821;19539;17638;1902;281;272;10;126;4214805.0
Santa Catarina;Área 001;4760;4716;4628;3915;713;88;88;0;44;4214805003001.0
Santa Catarina;Área 002;7067;7057;7039;6658;381;18;18;0;10;4214805003002.0
Santa Catarina;Área 003;8120;8048;7873;7065;808;175;166;10;72;4214805003003.0
Santa Catarina;Rio Negrinho;11944;11790;11770;11036;733;20;20;0;154;4215000.0
Santa Catarina;Área 001;4669;4560;4540;4258;282;20;20;0;109;4215000003001.0
Santa Catarina;Área 002;7275;7230;7230;6778;452;0;0;0;45;4215000003002.0
Santa Catarina;São Bento do Sul;23831;23767;23650;22282;1367;118;107;11;64;4215802.0
Santa Catarina;Área 001;4185;4170;4147;3674;472;23;23;0;15;4215802003001.0
Santa Catarina;Área 002;4599;4579;4566;4462;104;12;12;0;20;4215802003002.0
Santa Catarina;Área 003;7287;7268;7216;6701;515;52;52;0;19;4215802003003.0
Santa Catarina;Área 004;7760;7751;7721;7445;276;30;19;11;9;4215802003004.0
Santa Catarina;São Francisco do Sul;13484;13279;13212;11406;1806;67;59;8;205;4216206.0
Santa Catarina;Área 001;5669;5669;5661;5406;255;8;8;0;0;4216206003001.0
Santa Catarina;Área 002;7815;7610;7551;6000;1551;59;51;8;205;4216206003002.0
Santa Catarina;São João Batista;8124;8103;7243;6396;847;859;498;361;21;4216305.0
Santa Catarina;Área 001;4088;4078;3652;3148;504;426;64;361;10;4216305003001.0
Santa Catarina;Área 002;4036;4025;3592;3248;344;434;434;0;11;4216305003002.0
Santa Catarina;São José;69570;69487;69126;67402;1723;361;339;23;83;4216602.0
Santa Catarina;Área 001;4511;4511;4499;4474;25;12;12;0;0;4216602005001.0
Santa Catarina;Área 002;4640;4640;4640;4630;10;0;0;0;0;4216602005002.0
Santa Catarina;Área 003;5358;5344;5334;5314;20;10;10;0;14;4216602005003.0
Santa Catarina;Área 004;4397;4386;4386;4322;63;0;0;0;11;4216602005004.0
Santa Catarina;Área 005;4181;4181;4105;4091;13;77;77;0;0;4216602005005.0
Santa Catarina;Área 006;4324;4315;4315;4288;27;0;0;0;9;4216602005006.0
Santa Catarina;Área 007;4497;4482;4476;3411;1064;7;0;7;15;4216602005007.0
Santa Catarina;Área 008;4898;4898;4833;4764;69;66;66;0;0;4216602005008.0
Santa Catarina;Área 009;4478;4478;4466;4447;19;12;12;0;0;4216602005009.0
Santa Catarina;Área 010;5128;5128;5128;5128;0;0;0;0;0;4216602005010.0
Santa Catarina;Área 011;5234;5234;5234;5234;0;0;0;0;0;4216602005011.0
Santa Catarina;Área 012;4146;4138;4138;3898;240;0;0;0;9;4216602005012.0
Santa Catarina;Área 013;5160;5146;5006;4900;106;140;140;0;14;4216602005013.0
Santa Catarina;Área 014;4413;4413;4397;4383;14;16;0;16;0;4216602005014.0
Santa Catarina;Área 015;4203;4191;4168;4117;52;23;23;0;12;4216602005015.0
Santa Catarina;São Miguel do Oeste;12227;12191;12146;9970;2176;44;44;0;36;4217204.0
Santa Catarina;Área 001;4295;4276;4253;3821;432;22;22;0;19;4217204003001.0
Santa Catarina;Área 002;7932;7915;7893;6149;1744;22;22;0;17;4217204003002.0
Santa Catarina;Sombrio;8583;8403;8203;2186;6017;199;115;84;180;4217709.0
Santa Catarina;Área 001;3964;3795;3685;1428;2257;109;83;26;169;4217709003001.0
Santa Catarina;Área 002;4619;4608;4518;759;3760;90;32;58;11;4217709003002.0
Santa Catarina;Tijucas;9776;9764;9740;9197;543;24;24;0;12;4218004.0
Santa Catarina;Área 001;4665;4653;4653;4637;15;0;0;0;12;4218004003001.0
Santa Catarina;Área 002;5111;5111;5087;4560;528;24;24;0;0;4218004003002.0
Santa Catarina;Timbó;11648;11447;11447;9857;1590;0;0;0;201;4218202.0
Santa Catarina;Área 001;4597;4480;4480;4143;336;0;0;0;117;4218202003001.0
Santa Catarina;Área 002;7051;6967;6967;5714;1254;0;0;0;84;4218202003002.0
Santa Catarina;Três Barras;5261;5097;5070;4366;704;27;22;5;164;4218301.0
Santa Catarina;Distrito 05 de Três Barras;2981;2914;2890;2239;651;24;19;5;67;4218301002001.0
Santa Catarina;Distrito 10 de Três Barras;2280;2183;2180;2127;53;3;3;0;97;4218301002002.0
Santa Catarina;Tubarão;32460;32307;31769;27964;3805;538;494;43;153;4218707.0
Santa Catarina;Área 001;4144;4144;4138;4101;37;6;6;0;0;4218707003001.0
Santa Catarina;Área 002;4088;4013;3982;3325;657;31;13;18;74;4218707003002.0
Santa Catarina;Área 003;6869;6827;6695;4153;2542;132;107;26;42;4218707003003.0
Santa Catarina;Área 004;4756;4744;4500;4333;167;245;245;0;12;4218707003004.0
Santa Catarina;Área 005;4641;4625;4589;4217;373;36;36;0;16;4218707003005.0
Santa Catarina;Área 006;7962;7953;7866;7836;30;87;87;0;10;4218707003006.0
Santa Catarina;Videira;15312;15281;15155;13645;1510;126;95;31;31;4219309.0
Santa Catarina;Área 001;7337;7317;7238;6409;829;79;58;21;20;4219309003001.0
Santa Catarina;Área 002;7975;7964;7917;7236;681;47;37;10;11;4219309003002.0
Santa Catarina;Xanxerê;13712;13683;13625;7500;6124;59;40;18;29;4219507.0
Santa Catarina;Área 001;6234;6205;6147;3566;2581;59;40;18;29;4219507003001.0
Santa Catarina;Área 002;7478;7478;7478;3935;3543;0;0;0;0;4219507003002.0
Rio Grande do Sul;Alegrete;25886;25395;25153;22101;3053;242;153;88;492;4300406.0
Rio Grande do Sul;Área 001;4104;4051;4024;3736;288;27;27;0;53;4300406003001.0
Rio Grande do Sul;Área 002;4273;4248;4172;3878;294;76;34;42;25;4300406003002.0
Rio Grande do Sul;Área 003;8112;7795;7707;6097;1610;88;52;35;317;4300406003003.0
Rio Grande do Sul;Área 004;9397;9301;9250;8389;860;51;40;11;97;4300406003004.0
Rio Grande do Sul;Alvorada;60176;59730;59092;57788;1304;638;563;75;446;4300604.0
Rio Grande do Sul;Algarve;8414;8337;8311;8217;94;26;26;0;77;4300604005004.0
Rio Grande do Sul;Americana;8454;8426;8381;8187;193;45;9;36;28;4300604005001.0
Rio Grande do Sul;Aparecida;4624;4553;4524;4496;28;29;16;13;71;4300604005005.0
Rio Grande do Sul;Centro;5850;5784;5784;5641;143;0;0;0;66;4300604005002.0
Rio Grande do Sul;Formosa;6753;6706;6697;6530;167;9;9;0;47;4300604005007.0
Rio Grande do Sul;Intersul;6197;6152;5791;5719;72;361;361;0;45;4300604005003.0
